created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Sep 18 04:05:08 +0000 2022;1571349577915154433;"@bunda_ursa Cara dapatkan Welma : - Install Welma pada device Android atau iOS. - Menyetujui ketentuan Welma dan ketentuan BCA ID. - Registrasi BCA ID. :) Tks ^Arita";0;0;0;0;in;620977821;1570939238727974912;HaloBCA;https://twitter.com/HaloBCA/status/1571349577915154433
Sat Sep 17 01:26:54 +0000 2022;1570947371109851141;"@bunda_ursa Kami konfirmasi kembali. Jika yang dimaksud Ibu Ursa ingin buka Reksa Dana BCA maka dapat ke cabang terdekat (saat cabang buka), Welma. Informasi Reksa Dana BCA bisa akses pada link berikut ini https://t.co/NROcrS83ql ya. :) Tks ^Arita";0;0;0;0;in;620977821;1570939238727974912;HaloBCA;https://twitter.com/HaloBCA/status/1570947371109851141
Thu Sep 15 01:33:53 +0000 2022;1570224349969518597;"@HaloBCA Halo min, terpantau sampai pagi ini aplikasi Welma dan E-Branch BCA masih belum bisa utk user iOS 16. Mohon dibantu agar ditindaklanjuti oleh pihak terkait, tks";4;4;0;0;in;490084115;1570224349969518597;stevenwijayaa;https://twitter.com/stevenwijayaa/status/1570224349969518597
Fri Sep 09 10:59:38 +0000 2022;1568192399125405697;"@pitiidikromo Sebagai informasi, setelah dilakukan pembukaan blokir melalui Halo BCA maka silakan Bapak Kromo untuk reset password BCA ID pada aplikasi Welma kemudian mengakses URL link pada email yg dikirimkan ke email Bapak yang terdaftar di Welma. Tks :) ^Shani";0;0;0;0;in;620977821;1568096396389269504;HaloBCA;https://twitter.com/HaloBCA/status/1568192399125405697
Fri Sep 09 05:00:00 +0000 2022;1568101895578624000;"Mau dapetin financial freedom? Caranya ya rajin nabung dan investasi, Sobat Xpresi! 😉  Buat investasi, kamu bisa pilih Welma dari BCA buat beli berbagai produk investasi pilihan. Yuk download dan rasakan kemudahan berinvestasi ✨  Info: https://t.co/Ag2WZBuaZb https://t.co/1i9PdXdbYn";0;1;0;3;in;351429302;1568101895578624000;XpresiBCA;https://twitter.com/XpresiBCA/status/1568101895578624000
Mon Sep 05 12:50:49 +0000 2022;1566770828850925569;"Transaksi Aplikasi WELMA BCA Tembus Rp 50 T Sejak 2019 https://t.co/AoIjbFNc3M";0;0;0;0;in;847372542830444544;1566770828850925569;cnbcindonesia;https://twitter.com/cnbcindonesia/status/1566770828850925569
Mon Sep 05 12:00:58 +0000 2022;1566758283805077504;"BCA menyediakan aplikasi wealth management (WELMA). https://t.co/ldfxkyTWVW";0;0;0;0;in;22126902;1566758283805077504;republikaonline;https://twitter.com/republikaonline/status/1566758283805077504
Mon Sep 05 03:40:33 +0000 2022;1566632348879560705;"Transaksi Welma BCA tembus Rp50 triliun. https://t.co/pw3oVldsxr";0;0;0;0;in;1380017096390676483;1566632348879560705;Fortune_IDN;https://twitter.com/Fortune_IDN/status/1566632348879560705
Fri Sep 02 14:08:26 +0000 2022;1565703199243522048;"@ridwanibnuhasan @profesor_saham gw sih beli di welma. appsnya bca.";0;0;0;0;in;1839544586;1565494905450901504;nyet_nyetz;https://twitter.com/nyet_nyetz/status/1565703199243522048
Thu Sep 01 07:45:15 +0000 2022;1565244379458965504;"Reksa dana Bahana Gebyar Dana Likuid udah tersedia eksklusif di BCA dan bisa dipesan melalui Welma 🤩🙌🏻  Dapatkan cashback hingga Rp10 Juta rupiah dengan minimum transaksi Rp1 Miliar 👏  Promo berlaku hingga 30 September 2022. Info https://t.co/aAhzSQK9oK #WelmaBCA #PromoBCA https://t.co/PAkQK3ylks";0;0;0;9;in;17824435;1565244379458965504;GoodLifeBCA;https://twitter.com/GoodLifeBCA/status/1565244379458965504
Thu Sep 01 07:20:34 +0000 2022;1565238166910795776;"Aplikasi Welma Dorong Pertumbuhan Portofolio AUM BCA (BBCA) https://t.co/eGKwUgL44A";0;0;0;0;in;118646322;1565238166910795776;Bisniscom;https://twitter.com/Bisniscom/status/1565238166910795776
Thu Sep 01 04:58:07 +0000 2022;1565202317158531072;"@tandut1 Dengan senang hati kami bantu informasikan Bapak Slono. Penjualan SR017 Pasar Perdana di BCA Secara Online melalui Aplikasi Welma dan KlikBCA Individu (KBI) ya. :) Tks ^Joy";0;0;0;0;in;620977821;1565199917915983872;HaloBCA;https://twitter.com/HaloBCA/status/1565202317158531072
Mon Aug 29 07:36:32 +0000 2022;1564155020823695360;"@alkasdyn1 Kemudian Anda dapat mengakses menu reset password di aplikasi Welma untuk membuat password baru ya. Pastikan hanya berinteraksi dengan akun resmi Bank BCA yang bercentang biru (verified). (2/2)";0;0;0;0;in;567255514;1564125265105547265;BankBCA;https://twitter.com/BankBCA/status/1564155020823695360
Fri Aug 26 09:23:36 +0000 2022;1563094802706472962;"@ehamasleha Informasi detail terkait aplikasi Welma BCA Anda dapat cek link berikut: https://t.co/Vo0IFq01dy (3/3)";0;0;0;0;in;567255514;1563013364682481664;BankBCA;https://twitter.com/BankBCA/status/1563094802706472962
Fri Aug 26 09:23:06 +0000 2022;1563094677242335232;"@ehamasleha Selamat sore, @ehamasleha. Aplikasi Welma adalah aplikasi resmi Bank BCA untuk mendapatkan informasi dan bertransaksi Reksa Dana, Obligasi dan Asuransi. (1/3)";0;0;0;1;in;567255514;1563013364682481664;BankBCA;https://twitter.com/BankBCA/status/1563094677242335232
Fri Aug 26 07:40:33 +0000 2022;1563068867324555264;"@BankBCA Min Welma apkh punya BCA?sy pingin invest di https://t.co/4lXSP0VIva info jlsnya tentg produk ini?";0;3;0;0;in;282959438;1563013364682481664;ehamasleha;https://twitter.com/ehamasleha/status/1563068867324555264
Thu Aug 25 03:43:27 +0000 2022;1562646813462888449;"3. Gunakan aplikasi WELMA dari BCA.   Selain dapat membantu untuk berinvestasi, aplikasi Welma membantu Anda mendapatkan penawaran asuransi untuk proteksi diri.   Selengkapnya: https://t.co/TRlh0b6KGv https://t.co/cv9I83Npq3";0;1;1;1;in;567255514;1562646804126380032;BankBCA;https://twitter.com/BankBCA/status/1562646813462888449
Tue Aug 23 07:01:57 +0000 2022;1561971990713364480;"@pitiidikromo Kami turut prihatin atas kendala yang dialami, untuk reset Welma terblokir karena salah input PIN, maka silakan Bapak Kromo dapat menghubungi Halo BCA 1500888. Sebagai informasi saat ini menghubungi Halo BCA 1500888 sudah bisa melalui aplikasi haloBCA dengan cara (1/2) ^Ike";0;0;0;0;in;620977821;1561971377896591360;HaloBCA;https://twitter.com/HaloBCA/status/1561971990713364480
Tue Aug 23 04:02:16 +0000 2022;1561926774723944448;"@mandragunaa1 Hai, @mandragunaa1. Minimum pemesanan SR017 yaitu Rp1.000.000,- dan kelipatan Rp1.000.000,- ya. Sedangkan maksimum pemesanannya Rp5.000.000.000,- per investor. Penjualannya di pasar perdana di BCA dilakukan secara online melalui aplikasi Welma dan KlikBCA Individu. (1/2)";0;0;0;0;in;351429302;1561893343671746561;XpresiBCA;https://twitter.com/XpresiBCA/status/1561926774723944448
Tue Aug 23 02:03:29 +0000 2022;1561896880983814144;"@kaylaputtt Dengan senang hati kami informasikan Ibu Kiana, untuk Penjualan Sukuk Negara Ritel Seri SR017 (SR017) Pasar Perdana di BCA secara online melalui aplikasi Welma dan KlikBCA Individu, masa penawaran untuk pembukaan 19 Agustus 2022 pukul 09.00 WIB dan penutupan 14 (1/2) ^Jova";0;0;0;0;in;620977821;1561892814853926918;HaloBCA;https://twitter.com/HaloBCA/status/1561896880983814144
Tue Aug 23 01:47:55 +0000 2022;1561892964645076992;"@mandragunaa1 Dengan senang hati kami bantu infokan Bapak Karel. Penjualan Sukuk Negara Ritel seri SR017 (SR017) pasar perdana di BCA dapat dilakukan secara online melalui Aplikasi Welma dan KlikBCA Individu (KBI). :) Tks ^Ita";0;0;0;0;in;620977821;1561892254566199296;HaloBCA;https://twitter.com/HaloBCA/status/1561892964645076992
Fri Aug 19 13:58:15 +0000 2022;1560627206183079936;"@aditya_a_r Dengan senang hati kami informasikan Bpk Aditya. Untuk keluhan aplikasi Welma bisa menghubungi Halo BCA 1500888 pada layanan Perbankan. Saat ini Bpk dpt hubungi layanan Halo BCA 1500888 tanpa dikenakan biaya pulsa melalui aplikasi haloBCA yg diunduh di Play Store (1/2) ^Erwan";0;1;0;0;in;620977821;1560626485626818561;HaloBCA;https://twitter.com/HaloBCA/status/1560627206183079936
Fri Aug 19 13:55:23 +0000 2022;1560626485626818561;"@HaloBCA halo mau telpon ke CS aplikasi Welma BCA bisa lewat mana?";4;7;0;0;in;150897194;1560626485626818561;aditya_a_r;https://twitter.com/aditya_a_r/status/1560626485626818561
Fri Aug 19 02:09:43 +0000 2022;1560448895435653122;"@pe_langipelangi Selamat pagi, @pe_langipelangi. Jika yang Anda maksud BCA ID pada aplikasi Welma terblokir karena salah memasukkan password sebanyak 3 kali berturut-turut, maka Anda dapat menghubungi Halo BCA 1500888 melalui telepon. (1/2)";0;0;0;0;in;567255514;1560431626320236544;BankBCA;https://twitter.com/BankBCA/status/1560448895435653122
Wed Aug 10 05:04:55 +0000 2022;1557231498255908864;"@DaNi18310232 Catatan : ​  BCA ID yang digunakan pada aplikasi Welma dan - myBCA mobile dapat digunakan langsung di myBCA Web. - myBCA bisa didownload di seluruh negara kecuali Georgia, Iran dan Sudan. :) Tks ^Vero";0;0;0;0;in;620977821;1557230519750115329;HaloBCA;https://twitter.com/HaloBCA/status/1557231498255908864
Sun Aug 07 22:08:06 +0000 2022;1556401826790084608;"@pe_langipelangi Setelah reset BCA ID berhasil, Bapak/Ibu dapat melakukan pembuatan password BCA ID baru dengan mengakses fitur ‘Reset Password’ yang terdapat di layar login Welma. :) Tks ^Adin";0;0;0;0;in;620977821;1556395102343675904;HaloBCA;https://twitter.com/HaloBCA/status/1556401826790084608
Sun Aug 07 21:50:16 +0000 2022;1556397336775241729;"@pe_langipelangi Sangat disayangkan atas kendalanya, jika yang Bapak/Ibu Pelanggan maksud BCA ID Welma terblokir karena salah input password 3 kali, maka dapat dibantu proses melalui Halo BCA 1500888 karena perlu verifikasi data. Sebagai informasi, saat ini ada cara lain menghubungi (1/2) ^Adin";0;0;0;0;in;620977821;1556395102343675904;HaloBCA;https://twitter.com/HaloBCA/status/1556397336775241729
Sun Aug 07 08:59:14 +0000 2022;1556203302697992192;"BCA Bukukan Transaksi Investasi Nasabah Lewat Welma Rp 30 Triliun https://t.co/tFnh98lN8E #bank";0;1;0;0;in;43799886;1556203302697992192;KontanNews;https://twitter.com/KontanNews/status/1556203302697992192
Wed Aug 03 08:35:18 +0000 2022;1554747727103217666;"Apa itu Welma BCA, ini Cara Download Welma Untuk Tujuan Investasi  https://t.co/ADUlIO1FHW";0;0;0;0;in;1718082816;1554747727103217666;Iamlittlemagic;https://twitter.com/Iamlittlemagic/status/1554747727103217666
Tue Aug 02 06:01:35 +0000 2022;1554346655205699585;"@fadlan_pat Mohon maaf atas ketidaknyamanannya, untuk penggunaan Welma di luar negeri, Welma bisa dilakukan transaksi dengan SIM card Bapak Fadlan (SIM card Indonesia yang didaftarkan pada menu e-Banking di ATM BCA). Selama nomor HP yang terdaftar di e-Banking ATM BCA aktif dan (1/2) ^Adin";0;0;0;0;in;620977821;1554344582028365826;HaloBCA;https://twitter.com/HaloBCA/status/1554346655205699585
Tue Aug 02 05:53:21 +0000 2022;1554344582028365826;"@HaloBCA Sy mau download welma kok tdk bisa ya? Sy ingin cek reksa dana sy di welma, soalnya lg di luar negeri di georgia jadi gabisa ke kantor bca langsung";3;9;0;0;in;1231568896898895874;1554344582028365826;fadlan_pat;https://twitter.com/fadlan_pat/status/1554344582028365826
Mon Aug 01 08:10:03 +0000 2022;1554016595365617665;"Warganet Ngeluh MBanking BCA Error  #BCA #Netizen #TopikTrendingTwitter #BCAMobile #M-BCA #BCATumbang #Welma #KlikBCAIndividu #KlikBCABisnis https://t.co/Ipur14BEYt https://t.co/YLdHHdQ0ga";0;0;0;0;in;737114089386741760;1554016595365617665;TechnologueID;https://twitter.com/TechnologueID/status/1554016595365617665
Wed Jul 20 02:37:19 +0000 2022;1549584207076540416;"@satiure Selamat pagi. Sangat disayangkan atas kendalanya, mengenai BCA ID Welma berbeda dengan User ID KlikBCA Individu. Mohon pastikan apakah Ibu Sen sudah berhasil registrasi Welma? Mohon kesediaannya kirimkan gambar responnya agar kami analisa lebih lanjut. :) Tks ^Adin";0;0;0;0;in;620977821;1549583531277717505;HaloBCA;https://twitter.com/HaloBCA/status/1549584207076540416
Wed Jul 20 02:34:38 +0000 2022;1549583531277717505;"@HaloBCA pagi, saya baru register welma tp tdk bisa pake BCA id. mohon info BCA id sama dgn yg biasa di pakai utk klikbca bukan?";3;4;0;0;in;521219551;1549583531277717505;satiure;https://twitter.com/satiure/status/1549583531277717505
Sun Jul 10 04:16:55 +0000 2022;1545985393874862080;"Skrg saya lg ada di Sudan, bgmn cara mendapatkan welma bca? @XpresiBCA";0;1;0;0;in;1352869199656280064;1545985393874862080;dorayaki2022;https://twitter.com/dorayaki2022/status/1545985393874862080
Mon Jul 04 23:34:38 +0000 2022;1544102414030360577;"@frrlck @darjofess Bner. welma itu punya bca. Mirip bions bni. Tp bni ribet sih klo ada apa".  Btw baru dger ipot. ada link yg bahas soal ipot?";0;2;0;0;in;130093830;1544095081749442560;rizqi8938;https://twitter.com/rizqi8938/status/1544102414030360577
Mon Jul 04 23:16:52 +0000 2022;1544097942319300609;"@darjofess welma itu bca ya kalau ga salah? aku kalau saham di ipot sih, kalau reksadana di bibit";0;1;0;1;in;330234622;1544095081749442560;frrlck;https://twitter.com/frrlck/status/1544097942319300609
Mon Jun 13 04:31:10 +0000 2022;1536204507985891328;"Ini Welma nya yang sering eror atau jaringan BCA nya??";0;0;0;0;in;1422409693918490625;1536204507985891328;Strawberrytrap4;https://twitter.com/Strawberrytrap4/status/1536204507985891328
Tue Jun 07 03:27:35 +0000 2022;1534014177341509633;"@HaloBCA @BankBCA Saran aja, kalau ada yg mau beli SBN, anjurkan daftar mobile banking &amp  Welma. Td saya malah dikasih opsi Klik BCA/Welma. Setelah bikin Klik, trnyt katanya Welma lbh gampang. Stlh pake Welma, trnyata hrs punya mobile banking. Hrsnya dr awal mobile banking aja. 🤦🏻‍♂️";6;9;0;0;in;131079316;1534014177341509633;ardeks;https://twitter.com/ardeks/status/1534014177341509633
Tue Jun 07 01:59:19 +0000 2022;1533991966517604352;"@BankBCA min sy mau download welma utk transaksi reksadana sy, apakah compatible utk android 6.0? Karna sy sedang di luar negeri tepatnya di georgia jd tidak bisa mengurus langsung ke kantor bca";0;1;0;0;in;1231568896898895874;1533991966517604352;fadlan_pat;https://twitter.com/fadlan_pat/status/1533991966517604352
Tue May 31 11:00:02 +0000 2022;1531591325836926976;"SBR011 sudah bisa Anda beli di BCA melalui aplikasi Welma! Selain Cashback Rp50 Ribu, dapatkan juga promo lainnya sebelum tanggal 16 Juni 2022.   Yuk investasi sambil membangun negeri dengan risiko rendah serta dijamin negara! Info lengkap: https://t.co/pRwAcOZtj6 https://t.co/VQEEyFCWdP";0;0;1;12;in;567255514;1531591325836926976;BankBCA;https://twitter.com/BankBCA/status/1531591325836926976
Tue May 31 10:03:35 +0000 2022;1531577121813970945;"@vliz_kipper Mohon maaf Bapak/Ibu Pelanggan, untuk menindaklanjuti keluhan Bapak/Ibu. Pihak terkait kami membutuhkan informasi alamat email dan BCA ID yg terdaftar pada Welma. Mohon dapat informasikan melalui DM ya. :) Tks ^Sihab";0;1;0;0;in;620977821;1531429227656257536;HaloBCA;https://twitter.com/HaloBCA/status/1531577121813970945
Thu May 26 07:00:01 +0000 2022;1529718985582858240;"@prasetyal_ Anda dapat melakukan transaksi pembelian secara online melalui aplikasi Welma dan KlikBCA Individu. Infromasi lengkapnya silakan akses link berikut: https://t.co/ifeB9sLcSn ya. Pastikan Anda hanya berinteraksi dengan akun resmi Bank BCA yang sudah verified (centang biru). (2/2)";0;0;0;0;in;567255514;1529684354896896000;BankBCA;https://twitter.com/BankBCA/status/1529718985582858240
Wed May 25 08:07:19 +0000 2022;1529373532076900352;"@HaloBCA Saya dulu daftar buat akun Welma BCA, cuma belum pernah saya gunakan sampai sekarang, apakah tidak masalah kalau di uninstall ?";8;9;0;0;in;1590160538;623704040380088322;mhrkev;https://twitter.com/mhrkev/status/1529373532076900352
Tue May 24 02:44:37 +0000 2022;1528929937482465280;"@HaloBCA kenapa welma saya waktu di bagian welma BCA dipencet pasword bisa lihat Indon, indois dll.  Tapi pulang ke rumah pencet pasword yang sama gak bisa malah diblokir. Tolong dijalan kan lagi, Tq.";5;10;0;0;in;1486684978922491908;1528929937482465280;HenrySu98023637;https://twitter.com/HenrySu98023637/status/1528929937482465280
Fri May 06 00:50:02 +0000 2022;1522378116525850626;"@HaloBCA hai min saya mau login aplikasi hallo BCA dan Welma tapi ga depet OTP terus nih padahal pulsa ada dan data diri udah bener. Gimana caranya biar ga error ya?";9;10;0;0;in;1201662069839298561;1522378116525850626;alterlifeon;https://twitter.com/alterlifeon/status/1522378116525850626
Sat Apr 30 03:33:07 +0000 2022;1520244830991163393;"Menyusun perencanaan keuangan perlu, untuk mengetahui tujuan finansial dan potensi keuntungan yang diharapkan! Yuk mulai nabung/investasi dengan layanan BCA, dari Tahapan BCA, Tahapan @XpresiBCA , Tahaka BCA, hingga WELMA.   Cek tips mengatur keuangan di: https://t.co/V4uaWjfbws";0;0;3;3;in;567255514;1520244826763317248;BankBCA;https://twitter.com/BankBCA/status/1520244830991163393
Tue Apr 26 17:12:42 +0000 2022;1519001534998417408;"Jika di rekap, kinerja beli obligasi pemerintah langsung menggunakan harga Welma BCA periode YTD 26 April 2022 5 tahun -5.35% 10 tahun -4.61% 15 tahun -3.79% 20 tahun -3.08%  Bagaimana dengan reksa dana pendapatan tetap ?";0;1;0;0;in;574453228;1519001486256381953;Rudiyanto_zh;https://twitter.com/Rudiyanto_zh/status/1519001534998417408
Tue Apr 26 17:12:30 +0000 2022;1519001486256381953;"Investasi Reksa Dana Pendapatan Tetap vs Beli Obligasi Pemerintah Langsung, mana yang lebih baik??  Studi kasus harga obligasi pemerintah seri Benchmark menggunakan harga jual beli Welma BCA vs Reksa Dana Panin AM periode YTD 26 April 2022  Hasilnya sebagai berikut..";1;1;1;6;in;574453228;1519001486256381953;Rudiyanto_zh;https://twitter.com/Rudiyanto_zh/status/1519001486256381953
Tue Apr 26 08:33:43 +0000 2022;1518870928964440064;"@daiki Halo, @daiki. BCA ID berbeda dengan User ID KlikBCA ya, informasi seputar Registrasi Welma dapat kamu cek pada link berikut: https://t.co/cilqatjgXk";0;0;0;0;in;17824435;1518861618154663936;GoodLifeBCA;https://twitter.com/GoodLifeBCA/status/1518870928964440064
Thu Apr 21 14:34:35 +0000 2022;1517149805423710215;"@welly_ph Untuk pengkaitan rekening ke BCA ID di Welma membutuhkan nomor handphone e-Banking. Berikut proses pendaftaran nomor handphone e-Banking di ATM/ANT/ATM STAR BCA: - Masukkan Kartu ATM BCA dan input PIN - Pilih menu “Daftar e-Banking” - Pilih menu “No. HP e-Banking” (1/2)";0;0;0;0;in;567255514;1517021637924728832;BankBCA;https://twitter.com/BankBCA/status/1517149805423710215
Thu Apr 21 12:33:55 +0000 2022;1517119439304642561;"@welly_ph Registrasi Welma tidak mendaftarkan nomor handphone di mesin ATM BCA.";0;1;0;0;in;567255514;1517021637924728832;BankBCA;https://twitter.com/BankBCA/status/1517119439304642561
Thu Apr 21 11:44:11 +0000 2022;1517106920762798081;"@aisyatire Untuk akses myBCA melalui website, silakan Ibu Aisyah akses alamat https://t.co/ILiMxwsjQZ . BCA ID yang digunakan pada aplikasi Welma dan myBCA mobile dapat digunakan langsung di myBCA Web. Tks :) ^komar";0;0;0;0;in;620977821;1517099404485791744;HaloBCA;https://twitter.com/HaloBCA/status/1517106920762798081
Thu Apr 21 06:49:14 +0000 2022;1517032694034714624;"@welly_ph Setelah Anda melakukan registrasi dan aktivasi BCA ID, Anda dapat login di Welma menggunakan BCA ID yang telah dibuat sebelumnya. Informasi selengkapnya mengenai Welma dapat dicek melalui link berikut: https://t.co/ZYIHYJEK8F (2/2)";0;1;0;0;in;567255514;1517021637924728832;BankBCA;https://twitter.com/BankBCA/status/1517032694034714624
Thu Apr 21 06:48:53 +0000 2022;1517032608517009409;"@welly_ph Selamat siang, @welly_ph. Setelah Anda mengunduh aplikasi Welma, Anda dapat membuka aplikasinya dan menyetujui ketentuan Welma serta BCA ID yang berlaku. Kemudian, Anda dapat melakukan registrasi BCA ID dan aktivasi BCA ID menggunakan link yang dikirimkan ke email. (1/2)";0;0;0;0;in;567255514;1517021637924728832;BankBCA;https://twitter.com/BankBCA/status/1517032608517009409
Mon Apr 11 07:32:30 +0000 2022;1513419704106627078;"WASPADA! Ada banyak ciri-ciri modus penipuan investasi yang mengatasnamakan Welma/myBCA/BCA. #AwasModus penipuan investasi bodong. Aplikasi Welma yang resmi bisa kamu download di Appstore &amp  Playstore  Yuk #CariTahuBiarAman di sini: https://t.co/PJgpa83u7P https://t.co/hgrVzOa5qH";1;0;3;7;in;567255514;1513419704106627078;BankBCA;https://twitter.com/BankBCA/status/1513419704106627078
Sat Apr 09 10:02:59 +0000 2022;1512732799559618564;"#AwasModus penipuan investasi bodong mengatasnamakan Welma/myBCA/BCA.   Jangan sampe kepancing dengan return yang tidak wajar dan instan ya. Aplikasi Welma yang resmi bisa kamu download di Appstore &amp  Playstore. #CariTahuBiarAman, baca info lengkapnya di https://t.co/EuPtwiE53V https://t.co/zf6IU7sAzU";0;0;0;2;in;351429302;1512732799559618564;XpresiBCA;https://twitter.com/XpresiBCA/status/1512732799559618564
Sat Apr 09 07:57:27 +0000 2022;1512701208708153349;"Info tentang investasi emang menarik, tapi hati-hati investasi bodong apalagi yang mengatasnamakan Welma/myBCA/BCA dengan iming-iming menggiurkan. #AwasModus 😠‼️  Aplikasi Welma yang resmi bisa download di Appstore &amp  Playstore Yuk #CariTahuBiarAman, info https://t.co/nR02KmtQGZ https://t.co/ojf2Pmqql4";0;0;0;2;in;17824435;1512701208708153349;GoodLifeBCA;https://twitter.com/GoodLifeBCA/status/1512701208708153349
Sun Mar 27 16:29:31 +0000 2022;1508119031068327937;"@Dracode17 Jika yang dimaksudkan SR016 bebas biaya penyimpanan sampai dengan jatuh tempo ya. Berikut keunggulan membeli SR016 di BCA : 1. Dapatkan Cashback Rp300.000,- untuk nasabah yang melakukan pembelian SR016 melalui Welma pada 10 hari pertama (25 (1/4) ^wandi";0;0;0;0;in;620977821;1508099198549299204;HaloBCA;https://twitter.com/HaloBCA/status/1508119031068327937
Sun Mar 27 12:57:28 +0000 2022;1508065669350260737;"@radowelt Iya kalo pasar sekunder kan kalo gak salah bisa invest bisa trading. Minimal invest 100 juta kalo mau jual 5 juta asal kelipatan sejuta. But kalo mau jual harus sama yak misal beli di psr perdana welma (bca) jual kagak bisa ke bareksa kudu sesama welma.";0;1;0;0;in;1075941328989515777;1507340442832044032;NotLofigirll;https://twitter.com/NotLofigirll/status/1508065669350260737
Tue Mar 22 13:58:57 +0000 2022;1506269200800972803;"@shushulalla Untuk ORI021 pasar perdana di BCA secara online melalui aplikasi Welma dan KlikBCA Individu (KBI). :) Tks ^Bram";0;1;0;0;in;620977821;1506267141502226435;HaloBCA;https://twitter.com/HaloBCA/status/1506269200800972803
Fri Mar 18 13:00:26 +0000 2022;1504804924638601221;"Generasi milenial semakin melek investasi. Ini temuan BCA dari aplikasi Wealth Management BCA (WELMA). #marketeers https://t.co/A1KrXEa4l0";0;0;0;0;in;79957943;1504804924638601221;the_marketeers;https://twitter.com/the_marketeers/status/1504804924638601221
Thu Mar 17 09:35:26 +0000 2022;1504390944363319298;"BCA: Generasi Milenial Mendominasi Investasi di WELMA https://t.co/ZPhGdZ2yrC";0;0;0;0;in;69247882;1504390944363319298;subhi_darajat;https://twitter.com/subhi_darajat/status/1504390944363319298
Wed Mar 16 03:41:10 +0000 2022;1503939402308874243;"BCA menggandeng Manulife Aset Manajemen untuk mengeluarkan produk reksa dana syariah. Produk ini bisa dibeli di aplikasi Welma BCA. https://t.co/kpAGBotafS";0;0;0;0;in;759692754985242625;1503939402308874243;kumparan;https://twitter.com/kumparan/status/1503939402308874243
Tue Mar 15 14:47:37 +0000 2022;1503744734816256014;"BCA akan menyalurkan reksa dana Manulife Saham Syariah Asia Pasifik Dollar AS melalui cabang BCA dan juga aplikasi Welma. https://t.co/HhFTjwCI5j";0;0;1;2;in;23343960;1503744734816256014;kompascom;https://twitter.com/kompascom/status/1503744734816256014
Tue Mar 15 07:11:16 +0000 2022;1503629890427498499;"Wealth Management BCA: Investor milenial WELMA capai 50 persen https://t.co/O5NY00VqnB #Mandiri_itu_keren";0;0;0;0;en;1237576093739040773;1503629890427498499;LidyaWereh;https://twitter.com/LidyaWereh/status/1503629890427498499
Tue Mar 15 04:18:49 +0000 2022;1503586492106838019;"Di WELMA BCA, instrumen investasi yang laris di kalangan investor adalah instrumen investasi dari perusahaan yang menjamin pelaksanaan ESG. #TempoBisnis https://t.co/fiT6wcJ7m1";0;0;0;1;in;18129942;1503586492106838019;tempodotco;https://twitter.com/tempodotco/status/1503586492106838019
Tue Mar 15 02:46:56 +0000 2022;1503563370066194433;"Pengguna Aplikasi Welma BCA Didominasi 50 Persen Millennial  https://t.co/E3TSYX2pK1";0;0;0;0;in;1447450156236886021;1503563370066194433;Wongkito__Co;https://twitter.com/Wongkito__Co/status/1503563370066194433
Fri Mar 11 11:36:33 +0000 2022;1502247098720616452;"Ada yang pernah cobain investasi Welma ? #welmaapps #welma #welmabca";0;0;0;0;in;315710416;1502247098720616452;fadelhelmii;https://twitter.com/fadelhelmii/status/1502247098720616452
Thu Mar 10 09:34:47 +0000 2022;1501854066640670723;"@handokotjung @katalogpromosi secara dana memungkin jadi bca solitare, tapi buat apa nyumbang bank? deposito return kecil, reksadana di welma return kecil, instrumen yang paling untung cuma beli sbn, tapi dana ke lock, nggak ada manfaat jadi solitare sekarang";0;0;0;1;in;191706088;1501527570604441600;fajarep;https://twitter.com/fajarep/status/1501854066640670723
Tue Mar 08 08:03:14 +0000 2022;1501106253409710084;"@IbrahimBambang Apabila Bapak Bams menggunakan Welma maka untuk mengetahui BCA ID, Bapak dapat mengakses fitur ‘Lupa BCA ID’ yang terdapat pada layar login Welma. :) Tks ^Altaf";0;0;0;0;in;620977821;1500828982824288256;HaloBCA;https://twitter.com/HaloBCA/status/1501106253409710084
Wed Mar 02 10:40:19 +0000 2022;1498971455035375622;"Dear nasabah BCA yg jadi mutual2ku ini jaringannya BCA lg down se Indonesia-eun ya guys. Mau mbanking, internet banking,welma, mybca,semua gabisa. Kecuali mesin ATM 😘✅  Jangan ada transaksi finansial dlu yhaaaa";4;11;13;20;in;725966438;1498971455035375622;fabulousvolvo;https://twitter.com/fabulousvolvo/status/1498971455035375622
Fri Feb 25 17:26:09 +0000 2022;1497261647999619073;"@nataa_chandra @hilmanhyt @ezash Mau nambahin, lwt myBCA itu bs cek mutasi rek. sampai beberapa tahun ke belakang. Apps ini jg bs buat cek semua produk yg dimiliki di BCA (misal punya rek. byk), kecuali investasi itu liatnya di Welma. Jd gausah ribet buka lwt klik kalo mau cek rek. yg gak terdaftar di-m-banking~";0;0;1;1;in;1432404618;1497107737360015360;lilmianbu;https://twitter.com/lilmianbu/status/1497261647999619073
Fri Feb 25 07:11:56 +0000 2022;1497107075100712962;"@Dannar_K @rudytjandra @catuaries Bukannya di welma BCA bisa ya?";0;0;0;0;in;81816902;1497017284132753412;pimamanggala;https://twitter.com/pimamanggala/status/1497107075100712962
